,username,eye_color,hair,skin_tone,skin_type,skin_concerns,foundation_color,review,recommend,unhelpful,helpful,star
1135,blingprincess,Brown,Black,Dark,Combination,Cellulite,430,When it comes out of the container it squirts out. You need to apply a lot to get full coverage but blends well.,1,0,0,60
1136,kelseymorford,Green,Black,Olive,Oily,Pores,280,This foundation has amazing coverage and can be layered without looking cakey. I have extremely oily skin and this stays matte almost all day! It’s my new favorite!!,1,0,0,100
1137,tybanks21,Brown,Brunette,Medium,Combination,Acne,230,"So I purposely waited 2 months to post my review because one- I wanted to see how long before I would run out of the product and two, I wanted to make sure I didnt “break out” like a couple others stated. I will say it’s the best foundation I’ve ever had and my skin is far from perfect. I have consistent break outs with redness and it’s been this way since I was in middle school. Since day 1, I applied it with my fenty beauty foundation brush and it gave me the perfect full coverage. It doesn’t clog pores, the match is perfect, it dries fast, and it smells good lol. Gives you a smooth matte finish, definitely going to buy this forever.",1,0,0,100
1138,lovedananicole,Green,Brunette,Light,Combination,Cellulite,150,I really wanted to like this. I love the inclusiveness of the shade range and had high hopes. Everyone is different when it comes to skin care and makeup but I have combination skin-very oily in my t-zone and dry on my cheeks and chin. I moisturized and primed like I always do and set it in my oily areas with a setting powder. By the end of the day it had completely worn from my nose and chin and just showed every imperfection where I have larger pores and more dry skin. Honestly the strangest foundation to me. The positive...my forehead was not super shiny like it always is by end of day. It didn’t necessarily look great but not shiny so there is that. If you have all over oily skin this could definitely be for you though. I personally won’t purchase again. Bummer.,0,0,0,40
1139,Melhita,Unknown,Unknown,Unknown,Unknown,Unknown,450,This has to be the best foundation I have ever tried. It feels good on my skin and the color is a perfect match.,1,0,0,100
1141,EscapeTheKate,Brown,Black,Porcelain,Combination,Acne,110,I have always had trouble finding foundation that was pale enough for me and one that works well with my combination skin. But this foundation has been a game changer. It lasts for hours and doesn't separate on my t-zone. The formula goes on super smooth and doesn't look cakey.,1,0,0,100
1142,Cleosarah,Brown,Brunette,Deep,Combination,Uneven skin tones,420,Great coverage without the need for concealer. Blends into skin flawlessly.,1,0,0,100
1143,Tasleem07,Brown,Brunette,Olive,Normal,Dark circles,330,In love with my perfect shade match,1,0,0,100
1144,AleXanneli,Hazel,Blonde,Medium,Normal,Pores,230,Looks like I have nothing on!! It’s a nice coverage and looks good all day long! Definitely recommend,1,0,0,100
1145,yasminflower99,Brown,Brunette,Light,Combination,Blackheads,200,"This foundation is amazing, because of the colour range but also the formula. I have never really found any difficulty finding the right foundation shade, so when the only complements I heard about this foundation were about the shade range, I was happy for those who could finally find the right shade but I didn't really want to buy it. I was only when I put it on in store that I realized how amazing it is. It smooths out my imperfections better than any other foundation I've tried without looking heavy and my skin feels so soft to the touch. My only suggestion is to moisturize before you put it on, I have heard of a lot of people complaining that it is not good for dry skin but that isn't true, my cheeks are so dry and as long as you moisturize before, it will look perfect. I never really give things 5 stars but this foundation was just too good!",1,0,0,100
1146,carismaj,Brown,Brunette,Light,Dry,Blackheads,190,I think the problem people are having with this foundation is that they are applying too much. This isn't a foundation you pump on your hand and go in ham and blend and finesse. When I first tried this I strongly disliked this. I went in how I would with a dewy foundation and that was a big mistake. I have very very dry skin. If I moisturize and prime this goes on fine. I usually take the bottle and pump very small amounts and buff out with a Morphe Y6. Very little goes a very long way. This foundation doesn't need to be set and it lasts all day. It looks just like your skin. It's kind of crazy and I think it's how foundation should look. Anything you put over doesn't cling and blends fine. Only con is it dries a little fast. But working in section only makes sure that I blend like a bawsssssss.,1,0,0,100
1149,tpcpharmd,Brown,Auburn,Light,Normal,Acne,150,I like to mix 150 and 110 together for a lighter “winter-time” tone. So buildable. Smooth coverage. Stays put all day.,1,0,0,100
1150,Lishiebabii,Brown,Brunette,Tan,Oily,Acne,300,"This replaced my KVD Lock It foundation. This foundation lasts ALL DAY for me! I am super oily and I have long work days and need a long lasting foundation. This is the best one I have tried so far! I use the Murad mattifying moisturizer and Cover Fx mattifying primer. I use a stippling brush to apply and then blend out with a beauty blender. I lightly set with a translucent powder and a setting spray. It makes my skin look flawless, even when I have break outs. I love the way it smells, not perfumey just a subtle scent, but it doesnt linger. There is very very little to no transfer for me. It does not come off until I wash it off! I wear this for 15 hours and it looks great pretty much the whole time! I will definitely continue to buy!!! Highly recommend! Learn to work with it! I have had no issues, it is amazingggg!!",1,0,0,100
1151,karaviola,Blue,Blonde,Fair,Normal,Redness,190,Love this foundation-lightweight and beautiful. So many shades you're bound to find the perfect match. I use the fenty foundation brush to apply and it works great.,1,0,0,100
1152,Haileyfw,Blue,Brunette,Medium,Combination,Acne,150,By far the best foundation I’ve ever used!! Great for oily skin and keeping acne covered all day long! 10/10 would recommend,1,0,0,100
1153,SashaBurdette,Brown,Brunette,Tan,Oily,Aging,270,"As someone with oily skin who lives for full coverage foundation, I’m always searching for the perfect foundation that covers my redness, texture, and insecurities and makes my face a seamless selfie-ready image of perfection. And this foundation does it. I’m a nurse and I wear this foundation for 12 hours at a time on night shift and even in the 3-4 am hour where I feel like I’m at my oiliest, this foundation keeps me flawless. I highly recommend for anyone who struggles with oil and wants a full coverage face that will last forever. It does oxidize which I was concerned about but I combatted that by choosing a shade lighter than what I was shade matched at Sephora. Highly recommend!",1,0,0,100
1154,Annasdominic,Brown,Brunette,Medium,Oily,Acne,240,"Best foundation I have ever had. Longwear, very matte for my oily skin and looks flawless and not cakey at all. The shade matches me perfectly. I did not feel like I am wearing any foundation and my skin can breathe. Definitely worth all the hype.",1,0,0,100
1155,anoela,Unknown,Unknown,Unknown,Unknown,Unknown,190,I love this foundation! I have normal to oily skin and this foundation just gets better and better throughout the day. It has amazing coverage and looks flawless on the skin. I use a damp beauty blender to apply this foundation and that’s gives me the best coverage and look. Love this foundation so much!!,1,0,0,100
1156,Jbestx3,Hazel,Brunette,Light,Combination,Unknown,180,"Perfect color, medium to full coverage. My only issue is that is clung to all my dry spots and really exaggerated them after an hour or so of wear. I’d steer clear if you have dry skin or even small areas of dry spots like me.",1,0,0,60
1157,gcny163,Brown,Blonde,Medium,Combination,Uneven skin tones,320,"I love love love this foundation. First of all, I would recommend you get color matched in store as they have a variety of colors and undertones. Second, shake foundation bottle very well for long lasting effect. I've worn it for the past two weeks and have received many compliments on how natural my makeup looks. This foundation is superior to others I've tried for combination oily skin like mine because it dries up matte and powdery which for one allows me to totally skip on translucent powder and keeps oiliness at bay for at least 8 hours. I've even worn it on sweltering humid weather in which I tend to blot my face more than usual to dry my sweaty face and the foundation stays intact. I wear two layers for medium to full coverage which is enough to cover my blemishes and even out my skin tone but still look like I'm not wearing makeup. Can't say enough good things about this product and I would absolutely recommend it.",1,0,0,100
